Point in Time[s],State of Active Resource[]
3887.34,1
3887.340000001,0
3888.34,1
3888.340000001,0
3889.34,1
3889.340000001,0
3890.34,1
3890.340000001,0
3891.34,1
3891.340000001,0
3892.34,1
3892.340000001,0
3893.34,1
3893.340000001,0
3894.34,1
3894.340000001,0
3895.34,1
3895.340000001,0
3896.34,1
3896.340000001,0
3897.34,1
3897.340000001,0
3898.34,1
3898.340000001,0
3899.34,1
3899.340000001,0
3900.34,1
3900.340000001,0
3901.34,1
3901.340000001,0
3902.34,1
3902.340000001,0
3903.34,1
3903.340000001,0
3904.34,1
3904.340000001,0
3905.34,1
3905.340000001,0
3906.34,1
3906.340000001,0
3907.34,1
3907.340000001,0
3908.34,1
3908.340000001,0
3909.34,1
3909.340000001,0
3910.34,1
3910.340000001,0
3911.34,1
3911.340000001,0
3912.34,1
3912.340000001,0
3913.34,1
3913.340000001,0
3914.34,1
3914.340000001,0
3915.34,1
3915.340000001,0
3916.34,1
3916.340000001,0
3917.34,1
3917.340000001,0
3918.34,1
3918.340000001,0
3919.34,1
3919.340000001,0
3920.34,1
3920.340000001,0
3921.34,1
3921.340000001,0
3922.34,1
3922.340000001,0
3923.34,1
3923.340000001,0
3924.34,1
3924.340000001,0
3925.34,1
3925.340000001,0
3926.34,1
3926.340000001,0
3927.34,1
3927.340000001,0
3928.34,1
3928.340000001,0
3929.34,1
3929.340000001,0
3930.34,1
3930.340000001,0
3931.34,1
3931.340000001,0
3932.34,1
3932.340000001,0
3933.34,1
3933.340000001,0
3934.34,1
3934.340000001,0
3935.34,1
3935.340000001,0
3936.34,1
3936.340000001,0
3937.34,1
3937.340000001,0
3938.34,1
3938.340000001,0
3939.34,1
3939.340000001,0
3940.34,1
3940.340000001,0
3941.34,1
3941.340000001,0
3942.34,1
3942.340000001,0
3943.34,1
3943.340000001,0
3944.34,1
3944.340000001,0
3945.34,1
3945.340000001,0
3946.34,1
3946.340000001,0
3947.34,1
3947.340000001,0
3948.34,1
3948.340000001,0
3949.34,1
3949.340000001,0
3950.34,1
3950.340000001,0
3951.34,1
3951.340000001,0
3952.34,1
3952.340000001,0
3953.34,1
3953.340000001,0
3954.34,1
3954.340000001,0
3955.34,1
3955.340000001,0
3956.34,1
3956.340000001,0
3957.34,1
3957.340000001,0
3958.34,1
3958.340000001,0
3959.34,1
3959.340000001,0
3960.34,1
3960.340000001,0
3961.34,1
3961.340000001,0
3962.34,1
3962.340000001,0
3963.34,1
3963.340000001,0
3964.34,1
3964.340000001,0
3965.34,1
3965.340000001,0
3966.34,1
3966.340000001,0
3967.34,1
3967.340000001,0
3968.34,1
3968.340000001,0
3969.34,1
3969.340000001,0
3970.34,1
3970.340000001,0
3971.34,1
3971.340000001,0
3972.34,1
3972.340000001,0
3973.34,1
3973.340000001,0
3974.34,1
3974.340000001,0
3975.34,1
3975.340000001,0
3976.34,1
3976.340000001,0
3977.34,1
3977.340000001,0
3978.34,1
3978.340000001,0
3979.34,1
3979.340000001,0
3980.34,1
3980.340000001,0
3981.34,1
3981.340000001,0
3982.34,1
3982.340000001,0
3983.34,1
3983.340000001,0
3984.34,1
3984.340000001,0
3985.34,1
3985.340000001,0
3986.34,1
3986.340000001,0
3987.34,1
3987.340000001,0
3988.34,1
3988.340000001,0
3989.34,1
3989.340000001,0
3990.34,1
3990.340000001,0
3991.34,1
3991.340000001,0
3992.34,1
3992.340000001,0
3993.34,1
3993.340000001,0
3994.34,1
3994.340000001,0
3995.34,1
3995.340000001,0
3996.34,1
3996.340000001,0
3997.34,1
3997.340000001,0
3998.34,1
3998.340000001,0
3999.34,1
3999.340000001,0
4000.34,1
4000.340000001,0
4001.34,1
4001.340000001,0
4002.34,1
4002.340000001,0
4003.34,1
4003.340000001,0
4004.34,1
4004.340000001,0
4005.34,1
4005.340000001,0
4006.34,1
4006.340000001,0
4007.34,1
